Id,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Total Square Feet (ft),Total Lot Square Feet (ft),Total Cost Per Square Feet ($),Total Lot Cost Per Square Feet ($)
315,832,809,0,Grvl,3,1Fam,Gd,No,16,0,LwQ,Unf,0,1,TA,712,Y,Norm,Norm,SBrkr,234,TA,TA,Wd Sdng,Wd Sdng,NO,Gd,1,BrkTil,1,Typ,546,2,TA,Unf,Fa,Detchd,1925.0,1641,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,9600,Inside,60.0,Reg,0,70,RM,0.0,None,No,0,8,OldTown,0,7,7,Y,0,No,CompShg,Gable,Normal,178000,WD,0,Pave,6,728,AllPub,0,1925,1990,2006,1657,9600,107.42,18.541666666666668
316,716,716,0,None,3,1Fam,TA,No,425,0,GLQ,Unf,1,0,Gd,291,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,432,2,TA,Fin,TA,Attchd,2004.0,1432,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7795,Inside,71.0,IR1,0,60,RL,0.0,None,No,0,7,Gilbert,51,5,7,Y,0,No,CompShg,Gable,Normal,188500,WD,0,Pave,6,716,AllPub,100,2004,2005,2009,1857,7795,101.51,24.18216805644644
317,1153,1200,0,None,4,1Fam,TA,No,692,0,GLQ,Unf,1,0,Gd,153,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,GdPrv,TA,1,CBlock,2,Typ,484,2,TA,RFn,TA,Attchd,1983.0,2353,1,GasA,TA,2Story,1,Ex,Lvl,Gtl,13005,Corner,94.0,IR1,0,60,RL,278.0,BrkFace,No,0,8,NWAmes,195,7,7,Y,0,No,CompShg,Gable,Normal,260000,WD,0,Pave,10,845,AllPub,288,1980,1980,2009,3045,13005,85.39,19.992310649750095
318,1088,871,0,None,3,1Fam,TA,Av,0,0,Unf,Unf,0,0,Gd,1088,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,1025,3,TA,RFn,TA,Attchd,2006.0,1959,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9000,Inside,75.0,Reg,0,60,FV,0.0,None,No,0,12,Somerst,46,5,8,Y,0,No,CompShg,Gable,Normal,270000,WD,0,Pave,8,1088,AllPub,208,2006,2006,2007,1959,9000,137.83,30.0
319,1372,1274,0,None,4,1Fam,TA,Gd,987,0,GLQ,Unf,1,0,Gd,360,Y,Norm,Norm,SBrkr,144,TA,Gd,HdBoard,HdBoard,NO,TA,1,PConc,2,Typ,656,3,TA,RFn,TA,Attchd,1993.0,2646,1,GasA,Ex,2Story,1,Gd,Low,Mod,9900,Inside,90.0,Reg,0,60,RL,256.0,BrkFace,No,0,4,NoRidge,60,5,7,Y,0,No,CompShg,Gable,Normal,260000,WD,0,Pave,9,1347,AllPub,340,1993,1993,2009,3633,9900,71.57,26.262626262626263
320,1472,0,0,None,3,1Fam,TA,Av,1036,0,GLQ,Unf,1,0,Gd,336,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NO,TA,2,CBlock,2,Typ,588,2,TA,Unf,TA,Attchd,1980.0,1472,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,14115,Inside,0,Reg,0,80,RL,225.0,BrkFace,No,0,6,NWAmes,48,5,7,Y,0,No,CompShg,Gable,Normal,187500,WD,0,Pave,6,1372,AllPub,233,1980,1980,2009,2508,14115,74.76,13.28374070138151
321,1249,1347,0,None,4,1Fam,Gd,Av,0,0,Unf,Unf,0,0,Ex,1249,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,NO,0,PConc,3,Typ,840,3,TA,RFn,TA,Attchd,2006.0,2596,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,16259,Corner,111.0,Reg,0,60,RL,370.0,Stone,No,0,9,NridgHt,154,5,9,Y,0,No,CompShg,Gable,Partial,342643,New,0,Pave,9,1249,AllPub,240,2006,2006,2006,2596,16259,131.99,21.07405129466757
322,1136,1332,0,None,4,1Fam,TA,Av,970,0,GLQ,Unf,1,0,Ex,166,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,872,3,TA,Fin,TA,BuiltIn,2004.0,2468,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12099,Inside,99.0,IR1,0,60,RL,388.0,BrkFace,No,0,6,NridgHt,154,5,8,Y,0,No,CompShg,Gable,Normal,354000,WD,0,Pave,10,1136,AllPub,184,2004,2004,2007,3438,12099,102.97,29.258616414579716
323,1553,1177,0,None,4,1Fam,TA,Gd,28,1474,LwQ,ALQ,1,0,TA,0,Y,Norm,Norm,SBrkr,0,TA,Gd,Plywood,Plywood,MnPrv,TA,1,CBlock,2,Typ,576,2,TA,Fin,TA,Attchd,1987.0,2730,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10380,Inside,86.0,IR1,0,60,RL,172.0,BrkFace,No,0,8,SawyerW,96,5,7,Y,0,No,CompShg,Gable,Normal,301000,WD,0,Pave,8,1502,AllPub,201,1986,1987,2007,4232,10380,71.12,28.998073217726397
324,1163,0,0,None,3,1Fam,TA,No,256,0,ALQ,Unf,1,0,TA,906,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,NO,NO,0,CBlock,1,Typ,220,1,TA,Unf,Fa,Attchd,1955.0,1163,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,5820,Inside,49.0,Reg,0,20,RM,0.0,None,No,0,7,OldTown,98,8,3,Y,0,No,CompShg,Gable,Normal,126175,WD,0,Pave,6,1162,AllPub,142,1955,2005,2006,1419,5820,88.92,21.67955326460481
325,1898,1080,0,None,5,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,710,Y,PosN,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,NO,Gd,1,CBlock,2,Typ,564,2,TA,Fin,TA,BuiltIn,1961.0,2978,1,GasA,Ex,SLvl,1,Gd,Lvl,Gtl,11275,Corner,96.0,Reg,0,80,RL,300.0,BrkFace,No,0,6,NAmes,0,7,7,Y,0,No,WdShake,Mansard,Normal,242000,WD,0,Pave,11,710,AllPub,240,1967,2007,2010,2978,11275,81.26,21.463414634146343
326,803,0,0,None,2,1Fam,TA,Av,116,0,BLQ,Unf,0,0,TA,604,N,RRAe,Norm,FuseF,244,TA,TA,MetalSd,MetalSd,NO,NO,0,CBlock,1,Typ,360,2,TA,Unf,TA,Detchd,1941.0,803,0,GasA,Po,1.5Unf,1,TA,Lvl,Gtl,5000,Inside,50.0,Reg,0,45,RM,0.0,None,No,0,12,IDOTRR,0,6,5,Y,0,No,CompShg,Gable,Normal,87000,WD,0,Pave,5,720,AllPub,0,1941,1950,2007,919,5000,94.67,17.4
327,1719,0,0,None,1,TwnhsE,TA,Gd,1619,0,GLQ,Unf,2,0,Gd,100,Y,Norm,Norm,SBrkr,0,TA,Gd,BrkFace,BrkFace,NO,Gd,2,PConc,1,Typ,473,2,TA,Fin,TA,Attchd,1993.0,1719,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10846,CulDSac,32.0,IR1,0,120,RL,0.0,None,No,0,5,Veenker,30,5,8,Y,0,No,CompShg,Gable,Normal,324000,Con,0,Pave,6,1719,AllPub,122,1993,1993,2008,3338,10846,97.06,29.87276415268302
328,1383,0,0,None,3,1Fam,TA,No,565,0,Rec,Unf,0,0,TA,818,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NO,NO,0,CBlock,1,Typ,292,1,TA,RFn,TA,Attchd,1960.0,1383,1,GasA,TA,1Story,1,TA,Lvl,Gtl,11600,Inside,80.0,Reg,0,20,RL,175.0,BrkFace,No,0,4,NAmes,45,5,6,Y,0,No,CompShg,Hip,Normal,145250,WD,0,Pave,7,1383,AllPub,0,1960,1960,2006,1948,11600,74.56,12.52155172413793
329,1445,689,0,Pave,5,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,844,N,PosN,Norm,FuseA,268,TA,TA,Wd Sdng,Wd Shng,NO,NO,0,BrkTil,2,Typ,441,2,TA,Unf,TA,Detchd,1930.0,2134,0,GasA,Gd,2.5Unf,1,Gd,Bnk,Gtl,11888,Inside,0,IR1,0,75,RL,0.0,None,No,0,7,BrkSide,60,6,6,Y,0,No,CompShg,Gable,Normal,214500,WD,0,Pave,10,844,AllPub,0,1916,1994,2009,2134,11888,100.52,18.043405114401075
330,596,596,0,None,3,1Fam,TA,Mn,0,0,Unf,Unf,0,0,TA,596,N,Norm,Norm,SBrkr,137,TA,TA,Wd Sdng,Wd Shng,GdWo,NO,0,PConc,1,Typ,189,1,Fa,Unf,Fa,Detchd,1920.0,1192,0,GasA,TA,2Story,1,TA,Lvl,Gtl,6402,Corner,60.0,Reg,0,70,RM,0.0,None,No,0,7,IDOTRR,0,5,5,N,0,No,CompShg,Gable,Normal,78000,WD,0,Pave,6,596,AllPub,0,1920,1950,2009,1192,6402,65.44,12.18369259606373
331,1728,0,0,None,6,Duplex,TA,No,40,264,GLQ,Rec,0,1,TA,1424,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NO,NO,0,CBlock,2,Typ,352,1,TA,Unf,TA,Detchd,2002.0,1728,0,GasA,TA,1Story,2,TA,Lvl,Gtl,10624,Inside,0,IR1,0,90,RL,84.0,BrkFace,No,0,11,NAmes,0,4,5,Y,0,No,CompShg,Gable,Normal,119000,WD,0,Pave,10,1728,AllPub,155,1964,1964,2007,2032,10624,58.56,11.20105421686747
332,1056,0,0,None,3,1Fam,TA,No,846,0,Rec,Unf,1,0,TA,210,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NO,NO,0,CBlock,1,Typ,308,1,TA,RFn,TA,Attchd,1958.0,1056,0,GasA,Fa,1Story,1,TA,Lvl,Gtl,8176,Inside,70.0,Reg,0,20,RL,0.0,None,No,0,8,NAmes,0,6,5,Y,0,No,CompShg,Gable,Normal,139000,WD,0,Pave,6,1056,AllPub,0,1958,1992,2007,1902,8176,73.08,17.000978473581213
333,1629,0,0,None,3,1Fam,TA,No,1124,479,GLQ,No,1,0,Gd,1603,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,880,3,TA,RFn,TA,Attchd,2003.0,1629,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10655,Inside,85.0,IR1,0,20,RL,296.0,BrkFace,No,0,10,NridgHt,0,5,8,Y,0,No,CompShg,Gable,Normal,284000,WD,0,Pave,7,3206,AllPub,0,2003,2004,2009,3232,10655,87.87,26.65415297982168
334,1358,0,0,None,2,TwnhsE,TA,Av,720,0,GLQ,Unf,1,0,Gd,638,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,484,2,TA,RFn,TA,Attchd,2004.0,1358,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8198,FR3,59.0,Reg,0,120,RM,146.0,Stone,No,0,7,NridgHt,30,5,7,Y,0,No,CompShg,Gable,Normal,207000,WD,0,Pave,6,1358,AllPub,192,2004,2004,2008,2078,8198,99.62,25.250060990485483
335,943,695,0,None,3,1Fam,TA,Gd,828,0,GLQ,Unf,1,0,Gd,115,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,TA,2,PConc,2,Typ,472,2,TA,Fin,TA,Attchd,1998.0,1638,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,9042,Inside,59.0,IR1,0,60,RL,0.0,None,No,0,7,Gilbert,38,5,6,Y,0,No,CompShg,Gable,Normal,192000,WD,0,Pave,7,943,AllPub,100,1998,1998,2008,2466,9042,77.86,21.234240212342403
336,1619,167,0,None,3,2fmCon,TA,Gd,1249,147,ALQ,BLQ,2,0,TA,103,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,NO,Gd,2,CBlock,2,Typ,529,2,TA,Fin,TA,Attchd,1965.0,1786,0,GasA,Ex,1.5Fin,1,TA,HLS,Sev,164660,Corner,0,IR1,0,190,RL,0.0,None,Shed,700,8,Timber,0,6,5,Y,0,No,CompShg,Gable,Normal,228950,WD,0,Grvl,7,1499,AllPub,670,1965,1965,2008,3182,164660,71.95,1.3904409085388072
337,1922,0,0,None,3,1Fam,TA,Gd,1249,0,GLQ,Unf,1,0,Ex,673,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,Gd,1,PConc,2,Typ,676,3,TA,Fin,TA,Attchd,2005.0,1922,0,GasA,Ex,1Story,1,Gd,HLS,Gtl,14157,Corner,86.0,IR1,0,20,RL,200.0,Stone,No,0,7,StoneBr,51,5,9,Y,0,No,CompShg,Hip,Normal,377426,WD,0,Pave,8,1922,AllPub,178,2005,2006,2007,3171,14157,119.02,26.660026841845024
338,1536,0,0,None,3,1Fam,TA,Av,810,0,GLQ,Unf,1,0,Gd,726,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,532,2,TA,RFn,TA,Attchd,2002.0,1536,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9135,Inside,70.0,Reg,0,20,RL,113.0,BrkFace,No,0,12,CollgCr,74,5,7,Y,0,No,CompShg,Gable,Normal,214000,WD,0,Pave,7,1536,AllPub,192,2002,2003,2008,2346,9135,91.22,23.4263820470717
339,1621,0,0,None,3,1Fam,TA,Mn,213,0,ALQ,Unf,1,0,Gd,995,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Sdng,NO,NO,0,CBlock,2,Typ,440,2,TA,RFn,TA,Attchd,1984.0,1621,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,14145,Corner,91.0,Reg,0,20,RL,0.0,None,Shed,400,5,NWAmes,45,7,7,Y,0,No,CompShg,Gable,Normal,202500,WD,0,Pave,8,1208,AllPub,108,1984,1998,2006,1834,14145,110.41,14.316012725344645
340,1215,0,0,None,3,1Fam,Fa,No,585,0,Rec,Unf,0,0,TA,630,Y,Feedr,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,NO,NO,0,CBlock,1,Typ,297,1,TA,Unf,TA,Attchd,1958.0,1215,0,GasA,TA,1Story,1,TA,Lvl,Gtl,12400,Inside,66.0,IR1,0,20,RL,176.0,BrkFace,No,0,6,NAmes,0,7,6,Y,0,No,CompShg,Hip,Normal,155000,WD,234,Pave,6,1215,AllPub,0,1958,1998,2009,1800,12400,86.11,12.5
341,993,915,0,None,4,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,967,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,431,2,TA,Fin,TA,Attchd,2002.0,1908,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14191,Inside,85.0,Reg,0,60,RL,0.0,None,No,0,4,Timber,0,5,8,Y,0,No,CompShg,Gable,Normal,202900,WD,0,Pave,9,967,AllPub,135,2002,2002,2010,1908,14191,106.34,14.297794376717638
342,841,0,0,None,2,1Fam,Fa,No,0,0,Unf,Unf,0,0,TA,721,Y,Feedr,Norm,SBrkr,24,Fa,Fa,Wd Sdng,AsbShng,NO,NO,0,CBlock,1,Typ,294,1,TA,Unf,TA,CarPort,1950.0,841,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,8400,Inside,60.0,Reg,0,20,RH,0.0,None,No,0,9,SawyerW,0,4,4,N,0,No,CompShg,Gable,Normal,82000,WD,0,Pave,4,721,AllPub,250,1950,1950,2009,841,8400,97.5,9.761904761904763
343,1040,0,0,None,2,Duplex,No,No,0,0,No,No,0,0,No,0,N,Norm,Norm,FuseA,0,TA,TA,Stucco,Stucco,NO,NO,0,Slab,2,Typ,400,2,TA,Unf,TA,Detchd,1949.0,1040,0,Wall,Fa,1Story,2,TA,Lvl,Gtl,8544,Inside,0,Reg,0,90,RL,340.0,BrkFace,No,0,5,NAmes,0,4,3,Y,0,No,CompShg,Gable,Normal,87500,WD,0,Pave,6,0,AllPub,0,1949,1950,2006,1040,8544,84.13,10.241104868913858
344,1684,0,0,None,2,TwnhsE,TA,No,28,0,GLQ,Unf,0,0,Ex,1656,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,NO,Ex,1,PConc,2,Typ,564,2,TA,RFn,TA,Attchd,2005.0,1684,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,8849,Inside,63.0,IR1,0,120,RL,616.0,BrkFace,No,0,7,NridgHt,72,5,9,Y,0,No,CompShg,Hip,Normal,266000,WD,0,Pave,6,1684,AllPub,495,2005,2005,2008,1712,8849,155.37,30.059893773307717
345,536,576,0,None,3,TwnhsE,TA,No,129,232,Rec,BLQ,0,0,Gd,175,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,NO,NO,0,CBlock,1,Typ,336,1,TA,Unf,TA,Attchd,1976.0,1112,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2592,Inside,36.0,Reg,0,160,RM,0.0,None,No,0,4,MeadowV,0,3,5,Y,0,No,CompShg,Gable,Normal,85000,WD,0,Pave,4,536,AllPub,182,1976,1976,2010,1473,2592,57.71,32.79320987654321
346,972,605,0,None,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,972,Y,RRAn,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,NO,Gd,1,BrkTil,1,Typ,312,1,TA,Unf,TA,Detchd,1939.0,1577,0,GasA,Gd,1.5Fin,1,Fa,Lvl,Gtl,6435,Inside,65.0,Reg,0,50,RL,0.0,None,No,0,10,BrkSide,0,5,6,Y,0,No,CompShg,Gable,Normal,140200,WD,0,Pave,6,972,AllPub,0,1939,1950,2006,1577,6435,88.9,21.787101787101786
347,958,0,0,None,2,1Fam,TA,Mn,498,0,BLQ,Unf,0,0,TA,460,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,NO,NO,0,CBlock,1,Typ,301,1,TA,RFn,TA,Attchd,1960.0,958,0,GasA,TA,1Story,1,TA,Lvl,Gtl,12772,CulDSac,0,IR1,0,20,RL,0.0,None,Gar2,15500,4,NAmes,0,8,6,Y,0,No,CompShg,Hip,Normal,151500,WD,0,Pave,5,958,AllPub,0,1960,1998,2007,1456,12772,104.05,11.861885374256186
348,1478,0,0,None,3,1Fam,TA,No,1270,0,BLQ,Unf,1,0,TA,208,Y,Norm,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,NO,Gd,2,CBlock,2,Typ,498,2,TA,Unf,TA,Attchd,1960.0,1478,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,17600,Inside,0,IR1,0,20,RL,30.0,BrkFace,No,0,12,NAmes,40,5,6,Y,0,No,CompShg,Gable,Normal,157500,WD,0,Pave,6,1478,AllPub,0,1960,1960,2009,2748,17600,57.31,8.948863636363637
349,764,862,0,None,2,Twnhs,TA,No,573,0,GLQ,Unf,1,0,Gd,191,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,Wd Shng,NO,NO,0,PConc,2,Typ,474,2,TA,RFn,TA,BuiltIn,2003.0,1626,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2448,Inside,36.0,Reg,0,160,RL,106.0,Stone,No,0,10,NridgHt,27,5,7,Y,0,No,CompShg,Gable,Normal,154000,WD,0,Pave,6,764,AllPub,0,2003,2004,2008,2199,2448,70.03,62.908496732026144
350,1848,880,0,None,4,1Fam,TA,No,1410,0,GLQ,Unf,1,0,Ex,438,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,NO,Ex,2,PConc,2,Typ,706,3,TA,Fin,TA,Attchd,2006.0,2728,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,20431,Inside,56.0,IR2,0,60,RL,870.0,BrkFace,No,0,4,NridgHt,0,5,9,Y,0,No,CompShg,Hip,Partial,437154,New,0,Pave,10,1848,AllPub,0,2005,2006,2006,4138,20431,105.64,21.39660320101806
351,1869,0,0,None,2,TwnhsE,TA,No,0,0,Unf,Unf,0,0,Ex,1869,Y,Norm,Norm,SBrkr,0,TA,Ex,MetalSd,MetalSd,NO,Gd,1,PConc,2,Typ,617,2,TA,RFn,TA,Attchd,2007.0,1869,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,7820,Inside,68.0,IR1,0,120,RL,362.0,BrkFace,No,0,12,NridgHt,54,5,9,Y,0,No,CompShg,Hip,Partial,318061,New,0,Pave,6,1869,AllPub,210,2007,2007,2007,1869,7820,170.18,40.6727621483376
352,1453,0,0,None,2,1Fam,TA,Gd,1082,0,GLQ,Unf,1,0,Gd,371,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,NO,TA,1,PConc,1,Typ,445,2,TA,RFn,TA,Attchd,1986.0,1453,1,GasA,Gd,1Story,1,Gd,Low,Mod,5271,Inside,0,IR1,0,120,RL,0.0,None,No,0,12,ClearCr,80,5,7,Y,0,No,CompShg,Gable,Abnorml,190000,WD,184,Pave,6,1453,AllPub,0,1986,1986,2006,2535,5271,74.95,36.04629102637071
353,616,495,0,None,3,1Fam,Fa,Mn,236,380,LwQ,Rec,0,1,TA,0,N,Artery,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,NO,NO,0,CBlock,1,Typ,200,1,Fa,Unf,TA,Detchd,1941.0,1111,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,9084,Inside,60.0,Reg,0,50,RL,0.0,None,No,0,3,Edwards,0,6,5,Y,0,No,CompShg,Gable,Normal,95000,ConLw,0,Pave,5,616,AllPub,48,1941,1950,2008,1727,9084,55.01,10.457948040510788
354,720,0,0,None,2,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,624,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,NO,NO,0,BrkTil,1,Typ,484,2,TA,Unf,TA,Detchd,2005.0,720,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,8520,Inside,60.0,Reg,0,30,RM,0.0,None,No,0,5,OldTown,0,8,6,Y,0,No,CompShg,Gable,Normal,105900,WD,0,Pave,5,624,AllPub,106,1928,2003,2010,720,8520,147.08,12.429577464788732
355,1192,403,0,None,2,1Fam,TA,No,388,0,LwQ,Unf,0,0,TA,552,Y,Norm,Norm,SBrkr,108,TA,TA,Wd Sdng,MetalSd,NO,Gd,2,CBlock,1,Typ,240,1,TA,Unf,TA,Attchd,1940.0,1595,0,GasA,Ex,1.5Fin,1,TA,Bnk,Gtl,8400,Inside,60.0,Reg,0,50,RL,0.0,None,No,0,6,SWISU,0,5,6,Y,0,No,CompShg,Gable,Normal,140000,WD,0,Pave,6,940,AllPub,0,1940,2000,2006,1983,8400,70.6,16.666666666666668
356,1200,0,0,None,3,1Fam,Gd,No,334,544,ALQ,BLQ,1,0,Gd,322,Y,Norm,Norm,SBrkr,0,Gd,Gd,VinylSd,VinylSd,NO,NO,0,PConc,2,Typ,521,2,TA,RFn,TA,Attchd,1995.0,1200,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11249,Inside,105.0,IR2,0,20,RL,0.0,None,No,0,8,CollgCr,26,5,6,Y,0,No,CompShg,Gable,Normal,177500,WD,0,Pave,6,1200,AllPub,0,1995,1995,2007,2078,11249,85.42,15.779180371588586
357,1167,0,0,None,3,1Fam,TA,No,560,0,GLQ,Unf,1,0,Gd,598,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,NO,NO,0,PConc,2,Typ,400,2,TA,RFn,TA,Attchd,1992.0,1167,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,9248,Inside,0,IR1,0,20,RL,106.0,BrkFace,No,0,7,Gilbert,26,6,6,Y,0,No,CompShg,Gable,Normal,173000,WD,0,Pave,6,1158,AllPub,120,1992,1992,2009,1727,9248,100.17,18.70674740484429
358,1142,0,0,None,3,TwnhsE,TA,No,874,0,ALQ,Unf,1,0,Gd,268,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,MnPrv,Po,1,PConc,1,Typ,528,2,TA,Fin,TA,Attchd,1976.0,1142,1,GasA,TA,1Story,1,TA,Lvl,Gtl,4224,Inside,44.0,Reg,0,120,RM,0.0,None,No,0,8,MeadowV,90,5,5,Y,0,No,CompShg,Gable,Normal,134000,WD,0,Pave,6,1142,AllPub,536,1976,1976,2007,2016,4224,66.47,31.723484848484848
359,1352,0,0,None,3,1Fam,TA,Av,300,294,BLQ,Rec,0,1,TA,468,Y,Norm,Norm,FuseF,294,TA,TA,Wd Sdng,ImStucc,NO,NO,0,CBlock,1,Min2,288,1,TA,Unf,TA,BuiltIn,1958.0,1352,0,GasA,Ex,SLvl,1,Gd,Lvl,Gtl,6930,Inside,92.0,IR1,0,80,RL,120.0,BrkFace,No,0,7,ClearCr,0,4,5,Y,0,No,CompShg,Hip,Abnorml,130000,WD,0,Pave,6,1062,AllPub,168,1958,1958,2006,1946,6930,66.8,18.75901875901876
360,1086,838,0,None,3,1Fam,TA,Av,956,0,GLQ,Unf,1,0,Gd,130,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,NO,TA,1,PConc,2,Typ,592,2,TA,RFn,TA,Attchd,1998.0,1924,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12011,CulDSac,78.0,IR1,0,60,RL,530.0,BrkFace,No,0,6,NoRidge,75,5,8,Y,0,No,CompShg,Gable,Normal,280000,WD,374,Pave,7,1086,AllPub,208,1998,1998,2006,2880,12011,97.22,23.311964032969776
361,912,0,0,None,2,1Fam,TA,Av,773,0,GLQ,Unf,1,0,Gd,115,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,MnPrv,TA,1,CBlock,1,Typ,470,2,TA,RFn,TA,Attchd,1978.0,912,0,GasA,Ex,SFoyer,1,TA,Lvl,Gtl,7540,CulDSac,0,IR1,0,85,RL,0.0,None,No,0,6,Mitchel,0,6,6,Y,0,No,CompShg,Gable,Normal,156000,WD,192,Pave,5,888,AllPub,0,1978,1978,2007,1685,7540,92.58,20.689655172413794
362,988,517,0,Pave,3,1Fam,TA,No,399,0,Rec,Unf,1,0,TA,484,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,NO,NO,0,CBlock,1,Typ,240,1,TA,Unf,TA,Detchd,1940.0,1505,0,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,9144,Inside,0,Reg,0,50,RL,0.0,None,No,0,7,BrkSide,0,5,5,N,0,No,CompShg,Gable,Normal,145000,WD,0,Pave,8,883,AllPub,0,1940,1982,2008,1904,9144,76.16,15.857392825896763
